year,month,bid_request_id,won,win_price,response_time_ms,bid_volume_mom,win_rate
2014,11,30,8,2.91125,117.06666666666666,11.111111111111116,26.666666666666668
2014,12,30,5,2.266,120.9,0.0,16.666666666666664
2015,1,42,10,1.975,122.0,,23.809523809523807
2015,2,25,4,2.1375,120.44,-40.476190476190474,16.0
2015,3,32,7,2.5,118.9375,28.000000000000004,21.875
2015,4,27,6,2.64,116.51851851851852,-15.625,22.22222222222222
2015,5,39,8,2.425,122.2051282051282,44.44444444444444,20.51282051282051
2015,6,44,14,2.75,115.6590909090909,12.82051282051282,31.818181818181817
2015,7,27,7,2.8542857142857145,121.81481481481481,-38.63636363636363,25.925925925925924
2015,8,27,4,2.9125,125.48148148148148,0.0,14.814814814814813
2015,9,36,11,2.351818181818182,117.88888888888889,33.33333333333333,30.555555555555557
2015,10,34,10,2.465,119.8529411764706,-5.555555555555558,29.411764705882355
2015,11,29,4,2.7275,112.10344827586206,-14.70588235294118,13.793103448275861
2015,12,36,9,3.1044444444444443,117.83333333333333,24.13793103448276,25.0
2016,1,37,7,1.9785714285714284,126.0,,18.91891891891892
2016,2,32,3,3.313333333333333,117.3125,-13.513513513513509,9.375
2016,3,38,6,2.953333333333333,120.3157894736842,18.75,15.789473684210526
2016,4,44,9,2.76,113.47727272727273,15.789473684210531,20.454545454545457
2016,5,48,11,2.29,111.58333333333333,9.090909090909083,22.916666666666664
2016,6,19,1,3.47,123.73684210526316,-60.41666666666667,5.263157894736842
2016,7,39,6,2.4066666666666667,126.58974358974359,105.26315789473686,15.384615384615385
2016,8,37,10,2.904,124.89189189189189,-5.128205128205132,27.027027027027028
2016,9,30,5,2.936,123.06666666666666,-18.918918918918916,16.666666666666664
2016,10,40,11,2.8836363636363633,116.9,33.33333333333333,27.500000000000004
2016,11,34,7,1.8614285714285714,126.44117647058823,-15.000000000000002,20.588235294117645
2016,12,31,4,2.8324999999999996,133.25806451612902,-8.823529411764708,12.903225806451612
2017,1,38,8,2.57125,117.73684210526316,,21.052631578947366
2017,2,34,10,2.526,117.6470588235294,-10.526315789473683,29.411764705882355
2017,3,40,8,3.11875,131.1,17.647058823529417,20.0
2017,4,29,3,1.9333333333333333,125.37931034482759,-27.500000000000004,10.344827586206897
2017,5,33,7,2.2842857142857143,114.57575757575758,13.793103448275868,21.21212121212121
2017,6,33,7,2.807142857142857,119.54545454545455,0.0,21.21212121212121
2017,7,23,5,2.63,115.04347826086956,-30.303030303030297,21.73913043478261
2017,8,39,9,2.8066666666666666,110.07692307692308,69.56521739130434,23.076923076923077
2017,9,25,2,1.78,118.16,-35.89743589743589,8.0
2017,10,42,10,2.8,115.16666666666667,68.0,23.809523809523807
2017,11,29,3,3.4033333333333338,111.41379310344827,-30.952380952380953,10.344827586206897
2017,12,34,4,2.34,113.82352941176471,17.24137931034482,11.76470588235294
2018,1,27,7,2.8057142857142856,110.74074074074075,,25.925925925925924
2018,2,27,9,2.97,116.66666666666667,0.0,33.33333333333333
2018,3,31,7,2.9114285714285715,124.06451612903226,14.814814814814813,22.58064516129032
2018,4,36,12,2.98,116.19444444444444,16.129032258064523,33.33333333333333
2018,5,24,6,1.7400000000000002,114.0,-33.333333333333336,25.0
2018,6,38,7,2.684285714285714,125.92105263157895,58.33333333333333,18.421052631578945
2018,7,41,11,2.6427272727272726,116.26829268292683,7.8947368421052655,26.82926829268293
2018,8,34,5,1.8519999999999999,124.55882352941177,-17.07317073170732,14.705882352941178
2018,9,31,2,1.0050000000000001,122.80645161290323,-8.823529411764708,6.451612903225806
2018,10,30,8,2.385,120.33333333333333,-3.2258064516129004,26.666666666666668
2018,11,36,9,2.69,130.41666666666666,19.999999999999996,25.0
2018,12,27,4,3.45,118.03703703703704,-25.0,14.814814814814813
2019,1,43,7,2.6114285714285717,117.13953488372093,,16.27906976744186
2019,2,20,4,2.63,119.05,-53.48837209302326,20.0
2019,3,39,8,2.7075,115.38461538461539,95.0,20.51282051282051
2019,4,46,9,2.67,110.82608695652173,17.948717948717952,19.565217391304348
2019,5,36,9,2.6177777777777775,123.83333333333333,-21.739130434782606,25.0
2019,6,34,6,1.9466666666666665,110.94117647058823,-5.555555555555558,17.647058823529413
2019,7,35,4,2.3,120.68571428571428,2.941176470588225,11.428571428571429
2019,8,32,8,2.1475,124.90625,-8.571428571428575,25.0
2019,9,30,4,2.46,122.96666666666667,-6.25,13.333333333333334
2019,10,41,6,2.52,120.5609756097561,36.66666666666667,14.634146341463413
2019,11,36,6,2.858333333333333,123.47222222222223,-12.195121951219512,16.666666666666664
2019,12,48,5,2.068,121.3125,33.33333333333333,10.416666666666668
2020,1,36,11,2.329090909090909,125.5,,30.555555555555557
2020,2,33,11,2.287272727272727,120.12121212121212,-8.333333333333337,33.33333333333333
2020,3,31,8,2.65875,124.90322580645162,-6.060606060606055,25.806451612903224
2020,4,37,11,2.2154545454545453,120.37837837837837,19.354838709677423,29.72972972972973
2020,5,36,10,2.04,117.11111111111111,-2.7027027027026973,27.77777777777778
2020,6,29,8,2.425,119.27586206896552,-19.444444444444443,27.586206896551722
2020,7,22,5,2.646,115.22727272727273,-24.13793103448276,22.727272727272727
2020,8,32,7,2.8971428571428572,115.4375,45.45454545454546,21.875
2020,9,43,10,2.841,112.5813953488372,34.375,23.25581395348837
2020,10,46,11,2.19,115.78260869565217,6.976744186046502,23.91304347826087
2020,11,25,7,2.314285714285714,119.0,-45.652173913043484,28.000000000000004
2020,12,34,6,2.9633333333333334,119.0,36.00000000000001,17.647058823529413
2021,1,31,4,2.275,118.2258064516129,,12.903225806451612
2021,2,31,6,2.2333333333333334,118.35483870967742,0.0,19.35483870967742
2021,3,34,7,3.12,115.88235294117646,9.677419354838701,20.588235294117645
2021,4,37,8,2.7175000000000002,119.54054054054055,8.823529411764696,21.62162162162162
2021,5,38,11,2.424545454545455,116.8157894736842,2.7027027027026973,28.947368421052634
2021,6,34,6,2.4716666666666667,120.61764705882354,-10.526315789473683,17.647058823529413
2021,7,26,3,2.766666666666667,128.0,-23.529411764705888,11.538461538461538
2021,8,44,11,2.4327272727272726,115.6590909090909,69.23076923076923,25.0
2021,9,37,5,2.6060000000000003,124.05405405405405,-15.909090909090907,13.513513513513514
2021,10,35,4,2.1325,123.11428571428571,-5.405405405405405,11.428571428571429
2021,11,40,8,2.1374999999999997,123.5,14.28571428571428,20.0
2021,12,20,7,2.4699999999999998,119.55,-50.0,35.0
2022,1,32,7,2.632857142857143,125.28125,,21.875
2022,2,31,6,2.2483333333333335,117.54838709677419,-3.125,19.35483870967742
2022,3,33,6,2.736666666666667,117.42424242424242,6.451612903225801,18.181818181818183
2022,4,37,4,3.3125,121.0,12.12121212121211,10.81081081081081
2022,5,32,8,3.0975,116.25,-13.513513513513509,25.0
2022,6,35,4,2.795,114.2,9.375,11.428571428571429
2022,7,33,6,2.311666666666667,121.51515151515152,-5.714285714285716,18.181818181818183
2022,8,26,3,2.063333333333333,114.96153846153847,-21.212121212121215,11.538461538461538
2022,9,33,9,2.712222222222222,125.72727272727273,26.923076923076916,27.27272727272727
2022,10,39,10,2.903,116.56410256410257,18.181818181818187,25.64102564102564
2022,11,39,4,2.4,121.61538461538461,0.0,10.256410256410255
2022,12,49,9,3.0444444444444443,122.55102040816327,25.64102564102564,18.367346938775512
2023,1,31,8,2.3125,116.7741935483871,,25.806451612903224
2023,2,21,3,2.4233333333333333,111.61904761904762,-32.25806451612904,14.285714285714285
2023,3,33,5,3.168,122.84848484848484,57.14285714285714,15.151515151515152
2023,4,34,9,2.7533333333333334,127.26470588235294,3.0303030303030276,26.47058823529412
2023,5,32,5,2.37,115.1875,-5.882352941176472,15.625
2023,6,33,5,2.968,125.24242424242425,3.125,15.151515151515152
2023,7,34,12,2.48,115.61764705882354,3.0303030303030276,35.294117647058826
2023,8,35,6,2.7283333333333335,116.88571428571429,2.941176470588225,17.142857142857142
2023,9,31,9,1.3655555555555554,120.3225806451613,-11.428571428571432,29.03225806451613
2023,10,22,6,2.985,120.5,-29.032258064516125,27.27272727272727
2023,11,34,7,2.242857142857143,119.6470588235294,54.54545454545454,20.588235294117645
2023,12,27,7,2.4414285714285713,124.66666666666667,-20.588235294117652,25.925925925925924
2024,1,39,11,2.443636363636364,122.71794871794872,,28.205128205128204
2024,2,33,5,2.646,121.36363636363636,-15.384615384615385,15.151515151515152
2024,3,27,5,2.544,113.48148148148148,-18.181818181818176,18.51851851851852
2024,4,37,6,3.66,120.67567567567568,37.037037037037045,16.216216216216218
2024,5,27,2,3.11,118.44444444444444,-27.027027027027028,7.4074074074074066
2024,6,38,9,1.9066666666666667,127.97368421052632,40.74074074074075,23.684210526315788
2024,7,27,5,1.932,127.11111111111111,-28.947368421052634,18.51851851851852
2024,8,34,5,2.2359999999999998,111.97058823529412,25.92592592592593,14.705882352941178
2024,9,32,9,1.6555555555555557,119.40625,-5.882352941176472,28.125
2024,10,31,9,2.238888888888889,122.12903225806451,-3.125,29.03225806451613
2024,11,28,7,3.1214285714285714,124.0,-9.677419354838712,25.0
2024,12,25,4,2.4725,117.96,-10.71428571428571,16.0
2025,1,25,4,2.7424999999999997,128.88,,16.0
2025,2,26,6,2.23,124.23076923076923,4.0000000000000036,23.076923076923077
2025,3,37,6,3.358333333333333,114.89189189189189,42.307692307692314,16.216216216216218
2025,4,13,1,0.53,130.76923076923077,-64.86486486486487,7.6923076923076925
