bid_request_id,campaign_id,ad_format,device_type,device_id,os,browser,user_agent,geo,network,domain,timestamp,response_time_ms,floor_price,bid_price,win_price,estimated_ctr,won,clicked,converted,year,month,day,hour,day_of_week
4214f203-8fa5-4778-8659-4f46a8c4c5a7,cmp_001,banner,desktop,72204d49ea3e47eb,Windows,Edge,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),UK,WiFi,newsnet.org,2019-06-02 22:57:06.136232,180,1.64,4.33,,0.061,False,False,False,2019,6,2,22,6
b3e70a8a-8802-4746-96db-443fa3db9baf,cmp_010,video,mobile,1291b754505347cb,Android,Chrome,Mozilla/5.0 (Windows NT 10.0; Win64; x64),FR,WiFi,newsnet.org,2012-09-22 09:12:51.136232,101,1.57,0.44,,0.077,False,False,False,2012,9,22,9,5
64428ded-9f9c-41a4-b1e6-7f315d7c3ab7,cmp_006,video,tablet,36b2b1539a274a7c,Windows,Chrome,Mozilla/5.0 (Windows NT 10.0; Win64; x64),CA,3G,shopnow.com,2021-09-23 11:03:31.136232,134,1.48,2.23,,0.07,False,False,False,2021,9,23,11,3
223d3e61-2527-43a2-84f7-198c385bb5f8,cmp_017,banner,mobile,8376755209a44696,Android,Firefox,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),AU,5G,shopnow.com,2021-10-09 03:07:33.136232,184,1.36,3.15,,0.034,False,False,False,2021,10,9,3,5
e68c2d96-cd0c-4933-80d5-407537859fb8,cmp_007,video,desktop,f5eb528654d34bb4,macOS,Safari,Mozilla/5.0 (Linux; Android 13; Pixel 6),JP,WiFi,sportsbuzz.io,2021-09-04 07:36:17.136232,99,1.14,1.57,,0.01,False,False,False,2021,9,4,7,5
84a51207-a5ae-4959-9075-63b20e1f0d27,cmp_017,video,mobile,52ea0684dc394aee,Android,Chrome,Mozilla/5.0 (Linux; Android 13; Pixel 6),FR,4G,sportsbuzz.io,2019-12-11 19:48:38.136232,99,1.91,0.56,,0.055,False,False,False,2019,12,11,19,2
d6116ebe-8265-419f-9133-a4b6963137c7,cmp_015,banner,mobile,305d5242e9bd48a2,Android,Edge,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),FR,5G,sportsbuzz.io,2017-04-06 05:22:06.136232,84,1.35,1.3,,0.011,False,False,False,2017,4,6,5,3
fdca7a1a-2cd1-48d2-8cba-dd00f6a4a5ca,cmp_004,native,mobile,a13b6b054be54973,Android,Edge,Mozilla/5.0 (Linux; Android 13; Pixel 6),US,WiFi,sportsbuzz.io,2012-09-10 18:24:08.136232,160,1.79,4.76,,0.126,False,False,False,2012,9,10,18,0
a6f6fbaa-83d7-43ec-8482-5305cae3e2fa,cmp_009,video,desktop,1843cfd16ad54357,Windows,Edge,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),FR,WiFi,newsnet.org,2021-08-16 11:08:32.136232,117,0.25,1.45,,0.064,False,False,False,2021,8,16,11,0
101cf563-f385-450a-9793-7121789e3056,cmp_003,banner,mobile,4f20b55a6b8443e1,macOS,Firefox,Mozilla/5.0 (Linux; Android 13; Pixel 6),UK,5G,sportsbuzz.io,2017-06-22 20:15:05.136232,102,1.82,2.16,,0.121,False,False,False,2017,6,22,20,3
c4285691-3f28-4d0b-aaa2-08c06446d7f0,cmp_016,video,desktop,225d35eaa5f84d69,Windows,Edge,Mozilla/5.0 (Linux; Android 13; Pixel 6),AU,5G,newsnet.org,2023-03-20 09:10:19.136232,130,1.37,2.01,,0.162,False,False,False,2023,3,20,9,0
8c17ed63-077d-487d-8544-f8707c5b9953,cmp_014,banner,tablet,010a4dca872f4655,macOS,Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),US,2G,newsnet.org,2020-10-13 20:49:31.136232,105,1.55,1.7,,0.082,False,False,False,2020,10,13,20,1
2a8a5184-ad3b-4409-88df-9f0b255b58f3,cmp_008,banner,desktop,91bf08f4a150434f,iOS,Chrome,Mozilla/5.0 (Windows NT 10.0; Win64; x64),US,WiFi,example.com,2019-10-04 06:15:27.136232,134,0.14,1.08,0.97,0.039,True,False,False,2019,10,4,6,4
807d7510-c243-40f2-9f97-2b319ebe5118,cmp_010,video,mobile,226de08357854b9f,iOS,Firefox,Mozilla/5.0 (Linux; Android 13; Pixel 6),CA,5G,example.com,2015-03-11 12:26:46.136232,144,0.48,4.71,,0.122,False,False,False,2015,3,11,12,2
6c25eb49-2514-4695-9f63-d9de22c045dd,cmp_012,native,desktop,0b12dc1e3aaf4389,macOS,Firefox,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),CA,3G,shopnow.com,2015-10-01 01:59:16.136232,104,0.12,3.27,,0.09,False,False,False,2015,10,1,1,3
7dd4a2c9-686c-476d-9cc3-1a6edeaf6d1f,cmp_017,video,desktop,8717208b80894820,macOS,Edge,Mozilla/5.0 (Linux; Android 13; Pixel 6),AU,5G,funmedia.co,2020-01-10 21:50:54.136232,117,1.68,4.27,,0.026,False,False,False,2020,1,10,21,4
b28dfd8a-f2aa-4ee5-8d6a-05aba7acc6e3,cmp_011,native,mobile,588383d666fd4cfb,macOS,Safari,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),US,4G,newsnet.org,2015-10-09 18:46:36.136232,96,0.63,1.37,,0.123,False,False,False,2015,10,9,18,4
2f72b17b-871e-4122-b825-9a4634fd6841,cmp_016,banner,desktop,c3fa0b16265744ae,macOS,Chrome,Mozilla/5.0 (Linux; Android 13; Pixel 6),FR,3G,sportsbuzz.io,2022-10-07 23:22:02.136232,128,1.2,1.6,,0.1,False,False,False,2022,10,7,23,4
08bfcc84-7a04-467e-bec4-cb0fa36e3cfa,cmp_009,video,desktop,0f60325138d842bd,iOS,Safari,Mozilla/5.0 (Windows NT 10.0; Win64; x64),DE,4G,newsnet.org,2019-11-05 22:45:18.136232,165,1.91,3.74,3.42,0.141,True,False,False,2019,11,5,22,1
801f2ec9-5403-419c-ac7a-1150c4a79151,cmp_008,video,tablet,0c90115b54324564,Android,Firefox,Mozilla/5.0 (Windows NT 10.0; Win64; x64),IN,2G,funmedia.co,2023-07-11 22:43:35.136232,97,1.15,4.87,4.64,0.143,True,False,False,2023,7,11,22,1
2fb5f214-c603-4849-a7da-7464c76c00ef,cmp_016,video,mobile,67fab7fbc9ba4409,iOS,Edge,Mozilla/5.0 (Windows NT 10.0; Win64; x64),US,5G,example.com,2010-07-30 15:40:27.136232,115,1.4,2.93,,0.039,False,False,False,2010,7,30,15,4
b94e6716-7b53-441b-a96c-267ecbdd1226,cmp_015,native,desktop,868bb8087d2d445d,Windows,Edge,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),IN,4G,sportsbuzz.io,2017-02-12 01:25:04.136232,90,1.9,3.73,3.33,0.049,True,False,False,2017,2,12,1,6
d9f95fc6-5479-4315-a149-7f4b7f0d43f0,cmp_002,video,mobile,50d4719168b04a24,Windows,Firefox,Mozilla/5.0 (Windows NT 10.0; Win64; x64),FR,WiFi,newsnet.org,2014-03-14 14:19:57.136232,92,1.41,2.32,,0.186,False,False,False,2014,3,14,14,4
72182adf-cde1-4db0-9abd-20d1f4c32b2c,cmp_005,banner,mobile,fcd67d9f487c4cb4,Android,Chrome,Mozilla/5.0 (Linux; Android 13; Pixel 6),JP,3G,funmedia.co,2024-04-27 16:01:56.136232,131,1.85,4.14,,0.093,False,False,False,2024,4,27,16,5
6d367e07-a0af-428b-a1bf-2b0eadbbd57f,cmp_014,native,mobile,92f7e38319e74899,Windows,Chrome,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),CA,3G,funmedia.co,2017-02-14 17:27:29.136232,81,1.69,4.81,,0.119,False,False,False,2017,2,14,17,1
f6c70a0c-6229-4b7c-9cf1-69d878cd3e02,cmp_006,banner,mobile,8f7750faab7043df,macOS,Edge,Mozilla/5.0 (Windows NT 10.0; Win64; x64),FR,WiFi,shopnow.com,2016-05-06 15:58:45.136232,90,0.3,1.67,,0.041,False,False,False,2016,5,6,15,4
2b28e332-1f40-46f9-b05c-f069620002f3,cmp_009,native,mobile,faf7cf41e1fc475a,iOS,Edge,Mozilla/5.0 (Windows NT 10.0; Win64; x64),CA,WiFi,funmedia.co,2021-05-31 07:35:49.136232,126,0.1,4.14,,0.175,False,False,False,2021,5,31,7,0
d518f2cf-b194-46a8-bede-8872a7572dee,cmp_009,video,desktop,fdee57e2694e47a6,Android,Firefox,Mozilla/5.0 (Linux; Android 13; Pixel 6),US,5G,shopnow.com,2011-07-09 04:33:36.136232,115,1.26,4.87,4.19,0.055,True,False,False,2011,7,9,4,5
bb75d681-af9e-4ac9-b2eb-335ebf9c40cc,cmp_016,banner,mobile,cea4708eb26446c5,Windows,Edge,Mozilla/5.0 (Linux; Android 13; Pixel 6),CA,WiFi,funmedia.co,2012-05-23 06:03:55.136232,106,0.56,4.9,,0.115,False,False,False,2012,5,23,6,2
90287496-7db8-4c4e-8ecb-5a29f9f6ebc5,cmp_017,banner,mobile,97a1a859cc214d39,iOS,Firefox,Mozilla/5.0 (Windows NT 10.0; Win64; x64),AU,WiFi,funmedia.co,2023-09-30 14:06:05.136232,141,1.74,3.33,,0.095,False,False,False,2023,9,30,14,5
bcfda54d-0fde-4b08-91d2-352f010b9735,cmp_019,video,tablet,49cda3543d024f9c,Android,Edge,Mozilla/5.0 (Linux; Android 13; Pixel 6),IN,2G,sportsbuzz.io,2017-10-04 14:44:21.136232,86,1.44,3.75,,0.164,False,False,False,2017,10,4,14,2
1565d412-d873-4b1a-9dff-9168d83253c1,cmp_004,video,tablet,6c8bf2aa63d846f9,iOS,Edge,Mozilla/5.0 (Windows NT 10.0; Win64; x64),UK,2G,sportsbuzz.io,2025-03-09 19:51:06.136232,157,0.24,4.85,,0.158,False,False,False,2025,3,9,19,6
e664db1e-be91-4325-834b-60a0bb2a5e33,cmp_011,video,desktop,3770904e1e2e4a22,iOS,Chrome,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),JP,4G,sportsbuzz.io,2024-04-12 17:51:02.136232,168,0.65,3.45,3.39,0.053,True,False,False,2024,4,12,17,4
22d7a861-7022-4d13-b055-4998a6f00f0e,cmp_012,banner,mobile,c1b57864d645413e,macOS,Safari,Mozilla/5.0 (Windows NT 10.0; Win64; x64),US,4G,funmedia.co,2012-07-22 11:54:16.136232,81,0.43,0.98,,0.126,False,False,False,2012,7,22,11,6
7ade15d2-c9a2-430d-8262-82d4b6c78e41,cmp_009,banner,mobile,ae9cc88db2004251,macOS,Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),DE,WiFi,example.com,2015-09-14 12:47:06.136232,144,0.94,0.87,,0.076,False,False,False,2015,9,14,12,0
7938d1a2-ee06-4cd6-aff6-08f5b88c6839,cmp_013,video,mobile,e006202ddb0d4e9a,iOS,Safari,Mozilla/5.0 (Linux; Android 13; Pixel 6),DE,4G,sportsbuzz.io,2023-06-25 07:37:41.136232,104,0.14,3.53,,0.168,False,False,False,2023,6,25,7,6
0a14bd4f-39a4-4bf6-b3eb-1833bbeb7960,cmp_008,native,tablet,1de0d82f423745b1,Windows,Safari,Mozilla/5.0 (Windows NT 10.0; Win64; x64),FR,WiFi,shopnow.com,2010-06-26 14:53:46.136232,139,1.39,3.14,,0.147,False,False,False,2010,6,26,14,5
902e4c3e-5fc8-4abf-8639-5cd1ef87e29d,cmp_019,native,mobile,a66955187c8d4a99,Android,Chrome,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),FR,WiFi,funmedia.co,2013-05-15 17:07:37.136232,106,1.59,1.08,,0.177,False,False,False,2013,5,15,17,2
46cae7d9-1bb3-4f84-9233-07bba8e1d295,cmp_011,banner,mobile,d6670de74b4044d3,macOS,Chrome,Mozilla/5.0 (Windows NT 10.0; Win64; x64),FR,3G,example.com,2018-07-05 14:08:14.136232,148,1.73,4.84,,0.148,False,False,False,2018,7,5,14,3
821d9a09-a34f-4d06-b19b-31146538f3c1,cmp_012,banner,mobile,82f1aad884af488b,macOS,Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),CA,3G,funmedia.co,2022-10-20 10:00:22.136232,121,1.17,4.43,3.18,0.184,True,False,False,2022,10,20,10,3
45cfe95a-a77a-42e3-8101-3f04b357265e,cmp_004,banner,tablet,eaa52d453a024e7a,Android,Safari,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),DE,4G,example.com,2017-01-29 17:17:05.136232,127,1.9,1.92,,0.142,False,False,False,2017,1,29,17,6
b1c69fa4-9bc6-410b-bf6e-407d3592770c,cmp_009,video,desktop,4694ceb728384425,Windows,Safari,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),FR,5G,example.com,2023-06-23 18:19:53.136232,176,1.4,0.59,,0.113,False,False,False,2023,6,23,18,4
fcf8b401-6afd-4d42-994c-ddbbb5dc4eee,cmp_007,banner,tablet,e722ae8b3ea44dc1,iOS,Chrome,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),FR,WiFi,shopnow.com,2024-10-06 09:35:14.136232,102,0.34,1.29,1.19,0.117,True,False,False,2024,10,6,9,6
2cea62e0-f769-4075-bfe6-374d1b9be7de,cmp_005,banner,desktop,79ff2d7216a84de8,Windows,Safari,Mozilla/5.0 (Windows NT 10.0; Win64; x64),US,3G,newsnet.org,2015-02-23 19:24:18.136232,131,1.6,1.86,1.45,0.122,True,False,False,2015,2,23,19,0
fee6bb04-f974-4bda-8482-461a3f220006,cmp_015,video,mobile,8c7dd3a815c3442c,Android,Chrome,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),BR,WiFi,shopnow.com,2019-09-29 13:57:01.136232,108,1.35,4.55,,0.067,False,False,False,2019,9,29,13,6
0df1edcd-0ae2-4779-9f4a-2b1262b8db5e,cmp_015,video,mobile,3983fbeba18a414f,iOS,Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),CA,WiFi,example.com,2011-01-01 00:40:51.136232,142,1.14,3.2,,0.072,False,False,False,2011,1,1,0,5
9d91fee5-5c97-4640-810e-83316a15293c,cmp_014,video,mobile,7bff1c6c9d834142,Android,Edge,Mozilla/5.0 (Linux; Android 13; Pixel 6),CA,4G,sportsbuzz.io,2022-03-15 07:42:35.136232,130,0.89,2.32,,0.028,False,False,False,2022,3,15,7,1
f78c9db2-2c09-42ac-81fa-08f6d72c8442,cmp_014,video,mobile,51fcc477c22c4180,Windows,Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),CA,5G,example.com,2025-03-21 06:19:40.136232,87,0.33,1.72,,0.077,False,False,False,2025,3,21,6,4
4f43e8d1-a52a-4c91-ba61-bcb00a6a83db,cmp_019,video,desktop,875c1f7039ad4a6f,Android,Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),BR,WiFi,shopnow.com,2019-10-15 20:56:00.136232,100,0.31,1.2,,0.171,False,False,False,2019,10,15,20,1
4c1370d3-0559-4e7a-9500-015bfca17690,cmp_020,native,tablet,dc5bbbea471c4c92,iOS,Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),JP,4G,funmedia.co,2016-07-20 16:01:24.136232,125,0.44,1.82,,0.037,False,False,False,2016,7,20,16,2
d8edc66e-9798-48b0-835f-898627ec6394,cmp_014,banner,desktop,9ffe22f7af6249d0,Windows,Safari,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),IN,4G,sportsbuzz.io,2011-11-12 02:49:58.136232,53,1.58,3.64,2.6,0.118,True,False,False,2011,11,12,2,5
fdfca189-4f5c-483b-89ce-19a5545d3781,cmp_014,video,desktop,01789ad5e41048a3,Android,Chrome,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),FR,4G,funmedia.co,2024-02-28 00:15:14.136232,155,1.1,3.01,2.97,0.069,True,True,False,2024,2,28,0,2
a46fa95a-3aab-4d2a-a5ca-dd6286b0eccb,cmp_014,video,mobile,5101ae962f0d4db1,Android,Edge,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),US,5G,newsnet.org,2015-01-15 18:58:13.136232,149,1.16,1.23,,0.137,False,False,False,2015,1,15,18,3
d2ef3bc0-58c6-450f-bec0-07d6837e2ba9,cmp_019,banner,mobile,306b66015d01449d,macOS,Edge,Mozilla/5.0 (Windows NT 10.0; Win64; x64),CA,4G,sportsbuzz.io,2019-03-17 20:12:24.136232,55,1.9,0.94,,0.097,False,False,False,2019,3,17,20,6
542a4d31-1020-4810-b801-ca388acbb7a7,cmp_013,banner,mobile,a5648639cfa44cf5,Windows,Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),AU,4G,funmedia.co,2018-06-02 02:04:03.136232,164,1.07,0.92,,0.032,False,False,False,2018,6,2,2,5
640137de-20a9-4e13-a613-291befc2df3f,cmp_004,video,desktop,a8975eae6e374211,Windows,Safari,Mozilla/5.0 (Linux; Android 13; Pixel 6),UK,4G,newsnet.org,2021-09-27 04:59:19.136232,149,1.91,0.47,,0.129,False,False,False,2021,9,27,4,0
02d0ba23-5867-499c-b008-c68ca516d6e1,cmp_005,video,desktop,4123da372d6b4d43,iOS,Edge,Mozilla/5.0 (Windows NT 10.0; Win64; x64),BR,5G,sportsbuzz.io,2020-09-15 18:58:34.136232,161,0.62,1.58,,0.021,False,False,False,2020,9,15,18,1
917572a3-bd0d-477b-b4c0-b24ef08c7efa,cmp_020,video,desktop,419198be2bf84a3b,macOS,Edge,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),CA,WiFi,shopnow.com,2017-04-06 11:12:00.136232,167,1.83,0.3,,0.119,False,False,False,2017,4,6,11,3
9578ddde-76c4-43f0-8894-0c48dc949b78,cmp_011,banner,tablet,0645be6045934220,Android,Chrome,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),FR,4G,example.com,2014-07-11 08:40:29.136232,106,0.93,2.25,1.82,0.109,True,False,False,2014,7,11,8,4
f91c4fa4-af0d-4b7d-a9a2-56e5b18a4b19,cmp_011,banner,desktop,a68921ae36804021,macOS,Firefox,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),BR,4G,example.com,2019-06-21 18:53:35.136232,166,0.39,3.05,,0.025,False,False,False,2019,6,21,18,4
25f8375c-ec73-41c7-81fe-c18af9158da8,cmp_018,native,mobile,8066ed2260674bb6,Windows,Safari,Mozilla/5.0 (Windows NT 10.0; Win64; x64),CA,WiFi,sportsbuzz.io,2018-02-23 07:51:41.136232,58,1.5,4.16,,0.14,False,False,False,2018,2,23,7,4
2bb7123a-5d66-49d1-91e5-fcfc30f8215b,cmp_011,banner,mobile,59f6cf40194148f7,Android,Safari,Mozilla/5.0 (Linux; Android 13; Pixel 6),UK,WiFi,sportsbuzz.io,2024-10-16 17:42:20.136232,134,1.06,3.96,,0.113,False,False,False,2024,10,16,17,2
b9c6f4f4-7e18-4a91-9d54-5a371e3ff00f,cmp_006,native,mobile,ba905f7dbfef4e95,Android,Edge,Mozilla/5.0 (Linux; Android 13; Pixel 6),AU,2G,newsnet.org,2022-02-10 00:31:53.136232,141,1.47,1.89,,0.194,False,False,False,2022,2,10,0,3
aa0e1eb0-cada-474f-bc23-11c351245c4e,cmp_019,video,tablet,16ee9100a94b467c,macOS,Firefox,Mozilla/5.0 (Windows NT 10.0; Win64; x64),IN,WiFi,sportsbuzz.io,2020-05-15 05:25:16.136232,89,0.48,0.89,,0.125,False,False,False,2020,5,15,5,4
ede7a28d-0adc-438e-b815-aa1b2fd26f71,cmp_010,native,tablet,048443463e914075,Android,Firefox,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),JP,5G,example.com,2011-06-22 17:05:20.136232,119,1.68,2.62,,0.027,False,False,False,2011,6,22,17,2
426a9e98-3f29-4174-8df6-ed5744b335ae,cmp_008,video,mobile,42815e37c780480f,iOS,Firefox,Mozilla/5.0 (Windows NT 10.0; Win64; x64),JP,4G,sportsbuzz.io,2020-06-02 21:08:58.136232,114,0.74,3.6,3.48,0.038,True,False,False,2020,6,2,21,1
be8889a0-0760-437d-83cb-4fa34cf0f322,cmp_009,native,mobile,2f5d3272c6e64652,Android,Edge,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),CA,3G,newsnet.org,2013-05-31 18:40:25.136232,132,0.67,1.51,,0.019,False,False,False,2013,5,31,18,4
c337bd0e-b961-4e73-8192-3d1b89d2b9e8,cmp_005,video,mobile,11472d59f2324f70,macOS,Chrome,Mozilla/5.0 (Linux; Android 13; Pixel 6),US,WiFi,funmedia.co,2024-04-09 11:17:50.136232,122,0.26,3.36,2.86,0.195,True,False,False,2024,4,9,11,1
64d04689-e1f2-4e74-b1b3-2b44d989663b,cmp_009,video,mobile,1ecc2b19b2564aff,Windows,Chrome,Mozilla/5.0 (Windows NT 10.0; Win64; x64),AU,4G,example.com,2021-09-08 14:34:52.136232,151,1.29,3.69,,0.157,False,False,False,2021,9,8,14,2
273167bf-92a9-48b7-9908-664f29f24a4d,cmp_016,video,desktop,b4ecae32e6744ce0,Android,Chrome,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),UK,WiFi,newsnet.org,2017-10-04 02:32:31.136232,128,1.6,1.09,,0.178,False,False,False,2017,10,4,2,2
bb1f278a-e47d-41bb-9797-3a98138e0f8c,cmp_010,native,mobile,37603947cf534d9b,iOS,Firefox,Mozilla/5.0 (Linux; Android 13; Pixel 6),US,4G,funmedia.co,2017-05-19 21:42:22.136232,117,0.93,4.02,,0.086,False,False,False,2017,5,19,21,4
