bid_request_id,campaign_id,ad_format,device_type,device_id,os,browser,user_agent,geo,network,domain,timestamp,response_time_ms,floor_price,bid_price,win_price,estimated_ctr,won,clicked,converted
a5f01c75-50f3-49bd-8640-b75cfb03afff,cmp_005,video,mobile,fb57628f4c844d30,Windows,Safari,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),JP,WiFi,newsnet.org,2016-03-30T22:21:13.715584,150,1.13,2.94,2.56,0.152,True,False,False
560649aa-a8c9-4af3-a188-528f5f18cb60,cmp_013,banner,mobile,e2711360e75e4c06,Android,Chrome,Mozilla/5.0 (Linux; Android 13; Pixel 6),CA,WiFi,example.com,2022-03-17T05:02:49.715584,85,1.88,2.66,,0.049,False,False,False
d4c5199a-47ad-45e1-a859-8ec344c013a9,cmp_001,native,mobile,cce66195b48d460b,iOS,Chrome,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),BR,5G,sportsbuzz.io,2015-08-26T07:39:26.715584,139,0.35,2.58,1.99,0.076,True,False,False
0c7fc4bd-810b-4886-bb02-c6c99b896115,cmp_018,native,tablet,9b6e9caf967a429b,iOS,Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),JP,4G,funmedia.co,2020-02-15T21:16:03.715584,158,0.64,0.86,,0.05,False,False,False
ad53eaa8-1e26-4e27-a82b-2faac56144b2,cmp_014,video,tablet,5a7c5d94aa514087,iOS,Chrome,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),US,4G,funmedia.co,2024-07-09T21:03:15.715584,88,1.96,0.74,,0.041,False,False,False
7fd08170-6761-40f9-acf5-970996af45ff,cmp_012,banner,mobile,d2b2a7bcbedb4bba,Android,Edge,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),UK,3G,shopnow.com,2020-03-16T15:58:19.715584,97,1.74,4.0,3.09,0.181,True,True,False
51b51533-314a-420d-a14a-d7d7d6f19224,cmp_001,banner,desktop,2252e483404e40c3,Windows,Edge,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),UK,WiFi,newsnet.org,2019-06-01T00:17:53.715584,180,1.64,4.33,,0.061,False,False,False
0ac49266-d3a4-4323-9e53-25c22315f1bd,cmp_010,video,mobile,70bd179597b84ef5,Android,Chrome,Mozilla/5.0 (Windows NT 10.0; Win64; x64),FR,WiFi,newsnet.org,2012-09-20T10:33:38.715584,101,1.57,0.44,,0.077,False,False,False
0f46641e-fbac-4e78-8104-e7b4ac3a97a1,cmp_006,video,tablet,f6a0eb3f80154306,Windows,Chrome,Mozilla/5.0 (Windows NT 10.0; Win64; x64),CA,3G,shopnow.com,2021-09-21T12:24:18.715584,134,1.48,2.23,,0.07,False,False,False
823b600b-27d1-45fe-a21c-b5575418e33a,cmp_017,banner,mobile,e085b54d86164d4c,Android,Firefox,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),AU,5G,shopnow.com,2021-10-07T04:28:20.715584,184,1.36,3.15,,0.034,False,False,False
bf80f76c-7483-4b30-b1f5-8874f36a9f0c,cmp_007,video,desktop,51128277a4fc4af0,macOS,Safari,Mozilla/5.0 (Linux; Android 13; Pixel 6),JP,WiFi,sportsbuzz.io,2021-09-02T08:57:04.715584,99,1.14,1.57,,0.01,False,False,False
b0c7206b-3654-4149-840f-efc4e7beba4b,cmp_017,video,mobile,7e4b7235b83b4fa8,Android,Chrome,Mozilla/5.0 (Linux; Android 13; Pixel 6),FR,4G,sportsbuzz.io,2019-12-09T21:09:25.715584,99,1.91,0.56,,0.055,False,False,False
dc93c008-5b7b-4621-a481-c31652a467c9,cmp_015,banner,mobile,d8b2835da81b479c,Android,Edge,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),FR,5G,sportsbuzz.io,2017-04-04T06:42:53.715584,84,1.35,1.3,,0.011,False,False,False
a060461e-de48-4cc4-a810-52dba08380d7,cmp_004,native,mobile,6c6fc1d6c1ed4c36,Android,Edge,Mozilla/5.0 (Linux; Android 13; Pixel 6),US,WiFi,sportsbuzz.io,2012-09-08T19:44:55.715584,160,1.79,4.76,,0.126,False,False,False
2669928d-9c87-4936-a535-f2e1f091ea0a,cmp_009,video,desktop,487ce12a36234379,Windows,Edge,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),FR,WiFi,newsnet.org,2021-08-14T12:29:19.715584,117,0.25,1.45,,0.064,False,False,False
b671c59e-255c-4fd8-a9e6-1a1ee40e4a20,cmp_003,banner,mobile,e55476cbb4414165,macOS,Firefox,Mozilla/5.0 (Linux; Android 13; Pixel 6),UK,5G,sportsbuzz.io,2017-06-20T21:35:52.715584,102,1.82,2.16,,0.121,False,False,False
0fe4e3f9-720a-4bea-90bb-53ff64f8de81,cmp_016,video,desktop,b7d008c1717a4b59,Windows,Edge,Mozilla/5.0 (Linux; Android 13; Pixel 6),AU,5G,newsnet.org,2023-03-18T10:31:06.715584,130,1.37,2.01,,0.162,False,False,False
c5abbce7-d79d-4f04-a5dc-4e05b86c3962,cmp_014,banner,tablet,ecbe8fd8f86a4f3c,macOS,Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),US,2G,newsnet.org,2020-10-11T22:10:18.715584,105,1.55,1.7,,0.082,False,False,False
e0b8f5f0-2016-40fd-940c-f68a74414cbb,cmp_008,banner,desktop,2b2d0554bac54383,iOS,Chrome,Mozilla/5.0 (Windows NT 10.0; Win64; x64),US,WiFi,example.com,2019-10-02T07:36:14.715584,134,0.14,1.08,0.97,0.039,True,False,False
7990bdd0-fe80-45f5-84f0-5237019d9c71,cmp_010,video,mobile,668e340e2ab24801,iOS,Firefox,Mozilla/5.0 (Linux; Android 13; Pixel 6),CA,5G,example.com,2015-03-09T13:47:33.715584,144,0.48,4.71,,0.122,False,False,False
a2931e30-371a-4ef4-afb6-8b14d95c2120,cmp_012,native,desktop,e3141cbf47f347c9,macOS,Firefox,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),CA,3G,shopnow.com,2015-09-29T03:20:03.715584,104,0.12,3.27,,0.09,False,False,False
43916e87-9498-47bd-9eec-6031f5e5f8ad,cmp_017,video,desktop,d3db82e96b0048ef,macOS,Edge,Mozilla/5.0 (Linux; Android 13; Pixel 6),AU,5G,funmedia.co,2020-01-08T23:11:41.715584,117,1.68,4.27,,0.026,False,False,False
3d9b1c49-e6ce-4b57-9f28-ca182eb19d52,cmp_011,native,mobile,ffa4045b89dc427f,macOS,Safari,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),US,4G,newsnet.org,2015-10-07T20:07:23.715584,96,0.63,1.37,,0.123,False,False,False
c9576489-376b-4271-8329-e663646acb29,cmp_016,banner,desktop,e6da2df6c1924e9d,macOS,Chrome,Mozilla/5.0 (Linux; Android 13; Pixel 6),FR,3G,sportsbuzz.io,2022-10-06T00:42:49.715584,128,1.2,1.6,,0.1,False,False,False
ae7c7ee0-37ff-4398-8f4d-12f2714c2757,cmp_009,video,desktop,b3882238977d4a96,iOS,Safari,Mozilla/5.0 (Windows NT 10.0; Win64; x64),DE,4G,newsnet.org,2019-11-04T00:06:05.715584,165,1.91,3.74,3.42,0.141,True,False,False
a09f15a4-ed0b-4c0a-a2d8-a72bd0590db5,cmp_008,video,tablet,e51cd7d12a054ae8,Android,Firefox,Mozilla/5.0 (Windows NT 10.0; Win64; x64),IN,2G,funmedia.co,2023-07-10T00:04:22.715584,97,1.15,4.87,4.64,0.143,True,False,False
95cd3c8f-fbb7-4c93-adbc-71b28ad93c79,cmp_016,video,mobile,8608583f30044bb2,iOS,Edge,Mozilla/5.0 (Windows NT 10.0; Win64; x64),US,5G,example.com,2010-07-28T17:01:14.715584,115,1.4,2.93,,0.039,False,False,False
1c776711-109c-46c4-8c4a-292b7bd8c0e6,cmp_015,native,desktop,ddcb8fd76e3d448e,Windows,Edge,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),IN,4G,sportsbuzz.io,2017-02-10T02:45:51.715584,90,1.9,3.73,3.33,0.049,True,False,False
c3d3e302-fec4-4a58-8c6b-6efbe12935e3,cmp_002,video,mobile,aaa34031414347dd,Windows,Firefox,Mozilla/5.0 (Windows NT 10.0; Win64; x64),FR,WiFi,newsnet.org,2014-03-12T15:40:44.715584,92,1.41,2.32,,0.186,False,False,False
744c2cfd-3389-404a-b96c-2420f8cb1258,cmp_005,banner,mobile,2269ec324aff478b,Android,Chrome,Mozilla/5.0 (Linux; Android 13; Pixel 6),JP,3G,funmedia.co,2024-04-25T17:22:43.715584,131,1.85,4.14,,0.093,False,False,False
0213d686-ac90-4bde-a559-6fe6a4ef129e,cmp_014,native,mobile,359124cc043b4d81,Windows,Chrome,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),CA,3G,funmedia.co,2017-02-12T18:48:16.715584,81,1.69,4.81,,0.119,False,False,False
09777c52-6817-4b92-aa4c-18f98a05a865,cmp_006,banner,mobile,de69a9ba80be4d9e,macOS,Edge,Mozilla/5.0 (Windows NT 10.0; Win64; x64),FR,WiFi,shopnow.com,2016-05-04T17:19:32.715584,90,0.3,1.67,,0.041,False,False,False
81854c77-fb9a-49fd-b457-7e1d89141812,cmp_009,native,mobile,ff73a9cf22f44bf9,iOS,Edge,Mozilla/5.0 (Windows NT 10.0; Win64; x64),CA,WiFi,funmedia.co,2021-05-29T08:56:36.715584,126,0.1,4.14,,0.175,False,False,False
a6feebad-4af1-454a-a1d4-13fbbe3417c5,cmp_009,video,desktop,18bbe4f4f8a74a36,Android,Firefox,Mozilla/5.0 (Linux; Android 13; Pixel 6),US,5G,shopnow.com,2011-07-07T05:54:23.715584,115,1.26,4.87,4.19,0.055,True,False,False
045e7769-e197-4124-98ce-60d8d1e5bb26,cmp_016,banner,mobile,25ab852f4ae14881,Windows,Edge,Mozilla/5.0 (Linux; Android 13; Pixel 6),CA,WiFi,funmedia.co,2012-05-21T07:24:42.715584,106,0.56,4.9,,0.115,False,False,False
be88c4b8-5cee-4850-9dd2-ec5e63f7e5ed,cmp_017,banner,mobile,5112193be85d4240,iOS,Firefox,Mozilla/5.0 (Windows NT 10.0; Win64; x64),AU,WiFi,funmedia.co,2023-09-28T15:26:52.715584,141,1.74,3.33,,0.095,False,False,False
7267ba67-7724-4ce7-9c42-6b06e2ff360c,cmp_019,video,tablet,ec16c7b699f54ab0,Android,Edge,Mozilla/5.0 (Linux; Android 13; Pixel 6),IN,2G,sportsbuzz.io,2017-10-02T16:05:08.715584,86,1.44,3.75,,0.164,False,False,False
2d7fcdfd-19cf-48d7-9429-0eaff995a324,cmp_004,video,tablet,4d553b5051b34615,iOS,Edge,Mozilla/5.0 (Windows NT 10.0; Win64; x64),UK,2G,sportsbuzz.io,2025-03-07T21:11:53.715584,157,0.24,4.85,,0.158,False,False,False
4b695be4-3349-4aff-8dee-48389f9bc82a,cmp_011,video,desktop,58f4f97b25f6433a,iOS,Chrome,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),JP,4G,sportsbuzz.io,2024-04-10T19:11:49.715584,168,0.65,3.45,3.39,0.053,True,False,False
5bd87b85-c18c-4081-a149-b252c6d3375d,cmp_012,banner,mobile,b3c838ca4ac24dd1,macOS,Safari,Mozilla/5.0 (Windows NT 10.0; Win64; x64),US,4G,funmedia.co,2012-07-20T13:15:03.715584,81,0.43,0.98,,0.126,False,False,False
9cd4cc9c-b094-4c4c-adaa-47703b5c5368,cmp_009,banner,mobile,2bd107d4b41647eb,macOS,Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),DE,WiFi,example.com,2015-09-12T14:07:53.715584,144,0.94,0.87,,0.076,False,False,False
fd57958c-78da-4965-97be-15871ef83675,cmp_013,video,mobile,ebec8c634dfe47eb,iOS,Safari,Mozilla/5.0 (Linux; Android 13; Pixel 6),DE,4G,sportsbuzz.io,2023-06-23T08:58:28.715584,104,0.14,3.53,,0.168,False,False,False
52e3f090-9641-41c6-8f0d-cb95dac31920,cmp_008,native,tablet,ae550982cc2c4024,Windows,Safari,Mozilla/5.0 (Windows NT 10.0; Win64; x64),FR,WiFi,shopnow.com,2010-06-24T16:14:33.715584,139,1.39,3.14,,0.147,False,False,False
d387e1bd-db56-48ba-99e5-b05b504bc8f9,cmp_019,native,mobile,74de45a6684c47dc,Android,Chrome,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),FR,WiFi,funmedia.co,2013-05-13T18:28:24.715584,106,1.59,1.08,,0.177,False,False,False
ef9e95ad-9501-41cd-a776-d29de289faee,cmp_011,banner,mobile,e304fb9e10f94dea,macOS,Chrome,Mozilla/5.0 (Windows NT 10.0; Win64; x64),FR,3G,example.com,2018-07-03T15:29:01.715584,148,1.73,4.84,,0.148,False,False,False
915c896c-9221-4710-b446-43af312c0d0f,cmp_012,banner,mobile,77fa04623dac4dcd,macOS,Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),CA,3G,funmedia.co,2022-10-18T11:21:09.715584,121,1.17,4.43,3.18,0.184,True,False,False
c5106734-c617-436b-8231-124be5670cef,cmp_004,banner,tablet,fcf19c8e2be243a9,Android,Safari,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),DE,4G,example.com,2017-01-27T18:37:52.715584,127,1.9,1.92,,0.142,False,False,False
65221115-1ac7-43de-985c-b5d1d92fa3ab,cmp_009,video,desktop,5207d21e58004b2b,Windows,Safari,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),FR,5G,example.com,2023-06-21T19:40:40.715584,176,1.4,0.59,,0.113,False,False,False
d0a5ff25-70ba-439c-b445-e2df3ce81a3a,cmp_007,banner,tablet,afe85f9536944b66,iOS,Chrome,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),FR,WiFi,shopnow.com,2024-10-04T10:56:01.715584,102,0.34,1.29,1.19,0.117,True,False,False
1ac02f1c-a6b1-47d8-b657-07bde798f526,cmp_005,banner,desktop,5bf693dbfd19491b,Windows,Safari,Mozilla/5.0 (Windows NT 10.0; Win64; x64),US,3G,newsnet.org,2015-02-21T20:45:05.715584,131,1.6,1.86,1.45,0.122,True,False,False
6ec93fc7-ce66-4bbd-94be-2309a8b7ac04,cmp_015,video,mobile,823eb7cc0cac4281,Android,Chrome,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),BR,WiFi,shopnow.com,2019-09-27T15:17:48.715584,108,1.35,4.55,,0.067,False,False,False
500416da-227d-4645-889a-7f1d3be60fb9,cmp_015,video,mobile,09f0181cb1464c27,iOS,Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),CA,WiFi,example.com,2010-12-30T02:01:38.715584,142,1.14,3.2,,0.072,False,False,False
e952922f-49c6-4e53-9068-b0c802f0e583,cmp_014,video,mobile,2a80f1c8aac446e5,Android,Edge,Mozilla/5.0 (Linux; Android 13; Pixel 6),CA,4G,sportsbuzz.io,2022-03-13T09:03:22.715584,130,0.89,2.32,,0.028,False,False,False
a1ceb2f8-c7ac-4fdd-836e-c1da6b0f1848,cmp_014,video,mobile,30b4d55cd37043ad,Windows,Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),CA,5G,example.com,2025-03-19T07:40:27.715584,87,0.33,1.72,,0.077,False,False,False
4e00f6cc-dd50-4c59-923f-449adb2290eb,cmp_019,video,desktop,fffa06bf7ee547db,Android,Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),BR,WiFi,shopnow.com,2019-10-13T22:16:47.715584,100,0.31,1.2,,0.171,False,False,False
b624a2ea-d4d6-4e12-b0d7-6fa4bbb57439,cmp_020,native,tablet,296c815115b94ea0,iOS,Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),JP,4G,funmedia.co,2016-07-18T17:22:11.715584,125,0.44,1.82,,0.037,False,False,False
28d12fbf-b35c-460e-88e4-7ebb070d2eae,cmp_014,banner,desktop,28eb81a571e64303,Windows,Safari,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),IN,4G,sportsbuzz.io,2011-11-10T04:10:45.715584,53,1.58,3.64,2.6,0.118,True,False,False
2b25a35c-68c9-4cbf-9a1c-746a0b725dec,cmp_014,video,desktop,44021477a6aa421c,Android,Chrome,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),FR,4G,funmedia.co,2024-02-26T01:36:01.715584,155,1.1,3.01,2.97,0.069,True,True,False
143d8fcc-cf45-480d-bdaa-da9d3c23ad74,cmp_014,video,mobile,0be33e902e69441c,Android,Edge,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),US,5G,newsnet.org,2015-01-13T20:19:00.715584,149,1.16,1.23,,0.137,False,False,False
d9803491-316d-4df9-9658-35c60ed0af67,cmp_019,banner,mobile,4e901c9f228f4bad,macOS,Edge,Mozilla/5.0 (Windows NT 10.0; Win64; x64),CA,4G,sportsbuzz.io,2019-03-15T21:33:11.715584,55,1.9,0.94,,0.097,False,False,False
8f6330a0-ea4a-4511-a505-94b3a45abb78,cmp_013,banner,mobile,4dfe2c9fd28e42a3,Windows,Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),AU,4G,funmedia.co,2018-05-31T03:24:50.715584,164,1.07,0.92,,0.032,False,False,False
fcf64d83-9b13-4269-a862-62bb3d9d6af0,cmp_004,video,desktop,d3304148d2974551,Windows,Safari,Mozilla/5.0 (Linux; Android 13; Pixel 6),UK,4G,newsnet.org,2021-09-25T06:20:06.715584,149,1.91,0.47,,0.129,False,False,False
e5b30464-b24b-48b7-b978-54074f3128c0,cmp_005,video,desktop,0bca79e1c58a4abb,iOS,Edge,Mozilla/5.0 (Windows NT 10.0; Win64; x64),BR,5G,sportsbuzz.io,2020-09-13T20:19:21.715584,161,0.62,1.58,,0.021,False,False,False
35baedca-a1d2-40ac-989e-7adf51c89bf2,cmp_020,video,desktop,7ec7395decb74305,macOS,Edge,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),CA,WiFi,shopnow.com,2017-04-04T12:32:47.715584,167,1.83,0.3,,0.119,False,False,False
637d8751-11a5-42e4-9138-cc6b3ed9adf3,cmp_011,banner,tablet,7adc014281074e80,Android,Chrome,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),FR,4G,example.com,2014-07-09T10:01:16.715584,106,0.93,2.25,1.82,0.109,True,False,False
770ea161-7cdb-463b-8cd3-fca65b6351dd,cmp_011,banner,desktop,627855660c40487f,macOS,Firefox,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),BR,4G,example.com,2019-06-19T20:14:22.715584,166,0.39,3.05,,0.025,False,False,False
bf9a5c25-70c5-4c0e-bf94-ddf837d53817,cmp_018,native,mobile,9ba2cbe9be334e77,Windows,Safari,Mozilla/5.0 (Windows NT 10.0; Win64; x64),CA,WiFi,sportsbuzz.io,2018-02-21T09:12:28.715584,58,1.5,4.16,,0.14,False,False,False
1d874e89-d766-4c94-b2eb-32b51d952271,cmp_011,banner,mobile,fbc1e087a6864c21,Android,Safari,Mozilla/5.0 (Linux; Android 13; Pixel 6),UK,WiFi,sportsbuzz.io,2024-10-14T19:03:07.715584,134,1.06,3.96,,0.113,False,False,False
0c28c21b-633e-4641-b243-976a816f8335,cmp_006,native,mobile,fed694fefc7041be,Android,Edge,Mozilla/5.0 (Linux; Android 13; Pixel 6),AU,2G,newsnet.org,2022-02-08T01:52:40.715584,141,1.47,1.89,,0.194,False,False,False
ec7f9254-c35b-4d87-88c4-092474324293,cmp_019,video,tablet,4cdb74e553224aa6,macOS,Firefox,Mozilla/5.0 (Windows NT 10.0; Win64; x64),IN,WiFi,sportsbuzz.io,2020-05-13T06:46:03.715584,89,0.48,0.89,,0.125,False,False,False
91eed5fe-e01c-4e81-b17d-82b2a3a9d1ae,cmp_010,native,tablet,8b2e484d89614e4b,Android,Firefox,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),JP,5G,example.com,2011-06-20T18:26:07.715584,119,1.68,2.62,,0.027,False,False,False
28e9e647-5064-4b94-b49b-716ff8cb6787,cmp_008,video,mobile,003eb665383d421c,iOS,Firefox,Mozilla/5.0 (Windows NT 10.0; Win64; x64),JP,4G,sportsbuzz.io,2020-05-31T22:29:45.715584,114,0.74,3.6,3.48,0.038,True,False,False
bf0adf32-4cd8-4f42-8fc1-66ca6cd164b1,cmp_009,native,mobile,abf087623c1d4c0a,Android,Edge,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),CA,3G,newsnet.org,2013-05-29T20:01:12.715584,132,0.67,1.51,,0.019,False,False,False
6556e585-2972-4ad0-aa53-bdb4626c50c7,cmp_005,video,mobile,36942d052b894859,macOS,Chrome,Mozilla/5.0 (Linux; Android 13; Pixel 6),US,WiFi,funmedia.co,2024-04-07T12:38:37.715584,122,0.26,3.36,2.86,0.195,True,False,False
a0797166-b8f5-4433-b399-1f45fe8e916e,cmp_009,video,mobile,09948c447e0f4764,Windows,Chrome,Mozilla/5.0 (Windows NT 10.0; Win64; x64),AU,4G,example.com,2021-09-06T15:55:39.715584,151,1.29,3.69,,0.157,False,False,False
512d4c36-0369-40f0-ba98-e5a77bc49e42,cmp_016,video,desktop,d69480b573584c45,Android,Chrome,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),UK,WiFi,newsnet.org,2017-10-02T03:53:18.715584,128,1.6,1.09,,0.178,False,False,False
90d20b60-21c5-4925-a870-610b81b30456,cmp_010,native,mobile,61dcab96791a407f,iOS,Firefox,Mozilla/5.0 (Linux; Android 13; Pixel 6),US,4G,funmedia.co,2017-05-17T23:03:09.715584,117,0.93,4.02,,0.086,False,False,False
dee0e5c5-8275-4165-b750-97fa519444e8,cmp_003,native,mobile,ba412a763e1448d8,iOS,Edge,Mozilla/5.0 (Windows NT 10.0; Win64; x64),JP,WiFi,sportsbuzz.io,2018-12-20T09:42:15.715584,137,0.25,1.67,,0.136,False,False,False
d26ee294-29ba-4681-a3ed-17c928a587c6,cmp_020,video,mobile,7933b4b972d74e09,Windows,Chrome,Mozilla/5.0 (Windows NT 10.0; Win64; x64),US,3G,sportsbuzz.io,2023-10-24T19:41:28.715584,86,0.79,3.22,,0.162,False,False,False
b3665fe1-3bf4-421a-9d65-d516089350d0,cmp_012,video,mobile,e5668db054fc48ce,macOS,Chrome,Mozilla/5.0 (Linux; Android 13; Pixel 6),CA,WiFi,funmedia.co,2010-12-30T04:09:27.715584,88,1.55,1.92,,0.119,False,False,False
da65b84a-4171-4387-b78a-9d201d9e2a17,cmp_017,banner,mobile,941456ea1e0f471f,iOS,Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 12_5),UK,WiFi,sportsbuzz.io,2019-03-23T08:47:59.715584,54,0.51,3.55,,0.126,False,False,False
9de44035-a15d-41f8-9bea-1917cc9e982c,cmp_011,banner,mobile,3bd0a3b0a99340a8,iOS,Firefox,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),FR,WiFi,funmedia.co,2021-04-24T05:39:38.715584,148,1.31,4.64,,0.161,False,False,False
1e9e7c13-9eb8-4a11-abf2-26b19a39754e,cmp_018,banner,desktop,1d52107d959a446c,Windows,Edge,Mozilla/5.0 (Windows NT 10.0; Win64; x64),US,WiFi,shopnow.com,2013-01-08T00:20:52.715584,82,1.26,2.8,,0.026,False,False,False
dd4a956d-8275-4077-b1fc-6112c27ae606,cmp_015,native,mobile,1bc2b67d6a724c30,Windows,Safari,Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X),BR,WiFi,sportsbuzz.io,2021-01-12T15:20:10.715584,128,1.94,0.99,,0.092,False,False,False
